ILMNGene_ProbeId,MBC_vs_CP_Up,MBC_vs_CP_Down,LBC_vs_CP_Up,LBC_vs_CP_Down,PTC209_Up,PTC_209_Down
HS.10862_ILMN1843198,0,1,0,0,0,1
HS.131041_ILMN1911059,1,0,0,0,1,0
HS.25318_ILMN1837428,0,0,0,1,0,1
HS.276860_ILMN1821176,1,0,1,0,1,0
HS.374257_ILMN1860638,1,0,1,0,1,0
HS.505676_ILMN1821280,0,0,0,0,1,0
HS.579631_ILMN1881909,0,1,0,1,0,1
HS1BP3_ILMN1738237,1,0,0,0,1,0
HSD17B8_ILMN1715324,0,0,0,1,0,1
HSPA5_ILMN1773865,0,1,0,1,0,1
HYAL3_ILMN1667432,0,1,0,1,0,1
IDS_ILMN1758626,1,0,1,0,1,0
IDUA_ILMN1703041,0,0,1,0,1,0
IER3_ILMN1682717,0,1,0,0,1,0
IER5_ILMN1721833,0,1,0,0,1,0
IFI16_ILMN1710937,1,0,1,0,0,1
IFI30_ILMN1807277,0,0,1,0,1,0
IFNGR1_ILMN1675939,1,0,0,0,1,0
IFRD1_ILMN1667561,0,0,0,0,1,0
IGF2BP3_ILMN1807423,1,0,0,0,0,1
IGF2R_ILMN1807662,0,0,0,0,1,0
IGFBP4_ILMN1665865,0,0,1,0,0,1
IGLL1_ILMN2393765,0,1,0,0,0,1
IGLL3_ILMN2083066,0,1,0,0,0,1
IKZF1_ILMN1676575,0,0,1,0,0,1
IL10RA_ILMN1652825,1,0,0,0,1,0
IL13RA1_ILMN1768505,1,0,1,0,1,0
IL17RB_ILMN1767523,1,0,0,0,1,0
IL17RD_ILMN2407851,0,0,1,0,1,0
IL18R1_ILMN1781700,1,0,0,0,1,0
IL1R1_ILMN1810584,1,0,0,0,0,1
IL1RL1_ILMN2242900,1,0,0,0,1,0
IL1RL1_ILMN2313672,0,0,0,0,1,0
IL2RA_ILMN1683774,1,0,1,0,0,1
ILF3_ILMN1669584,0,0,0,1,0,1
INPP4B_ILMN2198878,1,0,0,0,0,1
IRF7_ILMN1798181,1,0,1,0,1,0
IRF7_ILMN2349061,1,0,1,0,1,0
IRF8_ILMN1666594,0,0,1,0,1,0
ISCA1_ILMN1715931,0,0,0,1,0,1
ISCA1_ILMN2219556,0,0,0,1,0,1
ISG20_ILMN1659913,1,0,1,0,1,0
ISOC1_ILMN1764861,0,0,0,1,0,1
ISYNA1_ILMN1747934,0,1,0,1,0,1
ITGA2B_ILMN1721888,0,1,0,1,0,1
ITGA6_ILMN2359287,1,0,0,0,0,1
ITGAL_ILMN1749591,1,0,1,0,1,0
ITGAX_ILMN2254635,1,0,0,0,1,0
ITGB3_ILMN1733324,0,0,0,1,0,1
ITGB5_ILMN1668374,0,0,0,1,0,1
ITGB5_ILMN2311166,0,0,0,1,0,1
ITM2A_ILMN2076600,0,0,0,1,0,1
ITPKA_ILMN1776516,0,1,0,0,0,1
JAM3_ILMN1769575,0,0,0,1,0,1
JDP2_ILMN1747205,0,0,1,0,1,0
KBTBD11_ILMN1784630,0,0,1,0,0,1
KCNH2_ILMN1739987,0,1,0,1,0,1
KDELC2_ILMN1651557,0,1,0,1,0,1
KEL_ILMN1738468,0,1,0,1,0,1
KIAA0101_ILMN1732150,0,1,0,1,0,1
KIAA0101_ILMN2285996,0,1,0,1,0,1
KIAA0125_ILMN1707491,1,0,0,0,1,0
KIAA1211_ILMN1708709,0,1,0,1,0,1
KIF11_ILMN1794539,0,1,0,1,0,1
KIF11_ILMN2143155,0,1,0,0,0,1
KIF15_ILMN1753063,0,1,0,0,0,1
KIF20A_ILMN1695658,0,0,0,1,0,1
KIF20B_ILMN1712452,0,1,0,1,0,1
KIF22_ILMN3234884,0,1,0,0,0,1
KIF23_ILMN1811472,0,0,0,1,0,1
KIF24_ILMN1694126,0,0,0,1,0,1
KIF2C_ILMN1685916,0,1,0,1,0,1
KIF4A_ILMN1799667,0,1,0,1,0,1
KIFC1_ILMN2222008,0,1,0,0,0,1
KLF13_ILMN1679929,1,0,1,0,1,0
KLF2_ILMN1735930,1,0,1,0,1,0
KLF6_ILMN1735014,1,0,1,0,1,0
KLF6_ILMN1737406,1,0,1,0,1,0
KLHL24_ILMN1678671,1,0,1,0,1,0
KNTC1_ILMN1732516,0,1,0,0,0,1
KYNU_ILMN1737514,0,1,0,1,0,1
KYNU_ILMN1746517,0,0,0,1,0,1
LAMP2_ILMN1673282,1,0,0,0,0,1
LAPTM5_ILMN1772359,0,0,1,0,1,0
LAT_ILMN1691539,0,1,0,1,0,1
LAT_ILMN2404625,0,1,0,1,0,1
LAX1_ILMN1769782,1,0,1,0,1,0
LCN2_ILMN1692223,0,1,0,1,0,1
LEF1_ILMN1679185,0,1,1,0,1,0
LEF1_ILMN2213136,0,1,1,0,1,0
LGALS1_ILMN1723978,1,0,0,0,1,0
LGMN_ILMN1698019,0,0,1,0,0,1
LIG1_ILMN1706779,0,1,0,0,0,1
LILRB2_ILMN2312340,1,0,1,0,1,0
LIMA1_ILMN1704369,0,0,0,1,0,1
LIME1_ILMN2183687,1,0,1,0,1,0
LITAF_ILMN1713934,1,0,0,0,0,1
LMNB1_ILMN2126706,0,1,0,0,0,1
LMNB2_ILMN1708101,0,1,0,0,0,1
LOC100128410_ILMN3192446,0,0,0,0,0,1
LOC100130154_ILMN3261938,0,0,1,0,0,1
LOC100130561_ILMN3265797,0,1,0,0,0,1
LOC100130775_ILMN3271244,0,0,0,0,1,0
LOC100131609_ILMN3215712,0,0,0,1,0,1
LOC100131609_ILMN3292224,0,0,0,1,0,1
LOC100131718_ILMN3231550,0,0,0,0,1,0
LOC100131940_ILMN3275696,0,1,0,1,0,1
LOC100132528_ILMN3234436,0,0,0,1,0,1
LOC100132564_ILMN3243644,0,0,1,0,1,0
LOC100132863_ILMN3205271,0,1,0,0,0,1
LOC100133012_ILMN3240003,0,1,0,1,0,1
LOC100133372_ILMN3243291,0,0,0,1,0,1
LOC100133489_ILMN3237584,0,1,0,0,0,1
LOC100133678_ILMN3249667,0,0,1,0,1,0
LOC100134134_ILMN3237946,0,0,1,0,0,1
LOC100134304_ILMN3239785,0,1,0,1,0,1
LOC283755_ILMN1773095,0,1,0,1,0,1
LOC338758_ILMN1795835,1,0,0,0,1,0
LOC340156_ILMN1673535,0,0,0,0,1,0
LOC346887_ILMN1714741,1,0,0,0,0,1
LOC388588_ILMN1749834,0,1,0,1,0,1
LOC388796_ILMN3235326,0,0,0,1,1,0
LOC389599_ILMN1714765,0,1,0,1,0,1
LOC392285_ILMN3201975,0,1,0,0,0,1
LOC402112_ILMN3213568,0,0,0,1,0,1
LOC439953_ILMN3290298,0,1,0,0,0,1
LOC440248_ILMN1680614,0,1,0,1,0,1
LOC440280_ILMN1799069,0,0,1,0,0,1
LOC440345_ILMN1669657,0,0,1,0,1,0
LOC440396_ILMN2191759,0,1,0,1,0,1
LOC442727_ILMN3291472,0,0,0,0,0,1
LOC606724_ILMN2125747,1,0,1,0,1,0
LOC642956_ILMN3210741,0,1,0,0,0,1
LOC642989_ILMN1655710,0,1,0,0,0,1
LOC643287_ILMN1677906,0,1,0,0,0,1
LOC643332_ILMN3202002,0,0,0,1,0,1
LOC643870_ILMN1782611,0,0,1,0,1,0
LOC644132_ILMN3237368,1,0,0,0,1,0
LOC645385_ILMN1720745,0,0,0,1,0,1
LOC646993_ILMN3294365,0,0,0,1,0,1
LOC648210_ILMN1715947,0,1,0,1,0,1
LOC648210_ILMN1732074,0,0,0,1,0,1
LOC648921_ILMN3274790,0,0,1,0,1,0
LOC648980_ILMN3275575,0,0,1,0,0,1
LOC650919_ILMN1681683,1,0,0,0,1,0
LOC653086_ILMN1814039,0,0,0,0,1,0
LOC653489_ILMN1711073,0,0,0,0,1,0
LOC653506_ILMN1780861,0,0,1,0,1,0
LOC653778_ILMN1707434,0,1,0,0,0,1
LOC654042_ILMN1800465,0,0,0,0,0,1
LOC654103_ILMN1802808,0,1,0,0,0,1
LOC654244_ILMN1697802,0,0,0,1,1,0
LOC727803_ILMN3212373,0,1,0,0,0,1
LOC728037_ILMN1814589,0,1,0,1,0,1
LOC728554_ILMN1691949,0,1,0,0,0,1
LOC728643_ILMN2125675,0,0,0,1,0,1
LOC728715_ILMN1749875,0,1,0,0,0,1
LOC728732_ILMN3297996,0,1,0,1,0,1
LOC728873_ILMN3298582,0,0,0,0,0,1
LOC729086_ILMN3230435,0,1,0,0,0,1
LOC729423_ILMN3304887,0,1,0,1,0,1
LOC729686_ILMN3226613,0,1,0,0,0,1
LOC729816_ILMN3232696,0,1,0,0,0,1
LOC730415_ILMN3228688,0,0,1,0,1,0
LOC731052_ILMN1839962,0,1,0,0,0,1
LOC731314_ILMN1785756,0,1,0,1,0,1
LOC92755_ILMN3304898,0,1,0,1,0,1
LPAR2_ILMN3236220,1,0,1,0,1,0
LPCAT3_ILMN1805225,0,1,0,1,0,1
LPP_ILMN1651254,1,0,1,0,1,0
LRCH4_ILMN1654518,1,0,1,0,1,0
LRCH4_ILMN2157075,0,0,1,0,1,0
LRP5_ILMN1702775,0,0,0,0,1,0
LRP5L_ILMN1718633,0,0,1,0,1,0
LRRFIP1_ILMN2214997,0,0,1,0,1,0
LSMD1_ILMN1691131,0,1,0,1,0,1
LY6G6D_ILMN1696295,0,0,0,1,0,1
LY86_ILMN1807825,1,0,1,0,1,0
LY96_ILMN1724533,1,0,0,0,1,0
LYAR_ILMN2221564,0,1,0,1,0,1
MAD2L1_ILMN1777564,0,1,0,0,0,1
MAGED1_ILMN1775522,0,0,0,1,0,1
MAGED1_ILMN2306189,0,0,0,1,0,1
MAN2A2_ILMN1815148,0,1,0,1,1,0
MAP1LC3A_ILMN1776188,0,0,0,1,1,0
MAP3K6_ILMN1694539,1,0,1,0,0,1
MARCKSL1_ILMN1714433,0,1,0,0,0,1
MASTL_ILMN1682336,0,1,0,1,0,1
MATK_ILMN2319000,0,1,0,0,0,1
MATN2_ILMN1694840,0,0,0,1,0,1
MBOAT7_ILMN1722218,1,0,1,0,1,0
MCM10_ILMN2413898,0,1,0,0,0,1
MCM2_ILMN1681503,0,1,0,1,0,1
MCM3_ILMN1806818,0,1,0,1,0,1
MCM3_ILMN2224143,0,1,0,0,0,1
MCM4_ILMN1737205,0,1,0,0,0,1
MCM4_ILMN2412860,0,1,0,0,0,1
MCM5_ILMN1815169,0,1,0,0,0,1
MCM6_ILMN1798654,0,1,0,1,0,1
MDK_ILMN2349393,0,0,0,0,1,0
MEF2C_ILMN1742544,0,0,1,0,0,1
MEG3_ILMN2061435,0,0,0,1,0,1
MEIS3P1_ILMN2205896,0,0,0,1,0,1
MELK_ILMN1731184,0,1,0,0,0,1
MELK_ILMN2212909,0,1,0,0,0,1
METRNL_ILMN1688775,0,0,1,0,1,0
MEX3B_ILMN1658989,0,0,0,1,1,0
MFSD6_ILMN1710209,1,0,0,0,1,0
MGAT3_ILMN1853824,0,1,0,1,0,1
MGC13057_ILMN1787526,0,1,0,1,0,1
MGC29506_ILMN2193233,0,0,1,0,0,1
MGC39900_ILMN1731640,0,0,0,1,0,1
MGC39900_ILMN1737283,0,0,0,1,0,1
MGC39900_ILMN1740512,0,1,0,1,0,1
MGC40489_ILMN1678300,0,0,0,1,0,1
MGMT_ILMN1795639,0,0,1,0,0,1
MGST3_ILMN1751956,1,0,0,0,0,1
MICAL1_ILMN1807972,0,0,1,0,1,0
MIF_ILMN1807074,0,1,0,0,0,1
MIPEP_ILMN1669070,0,1,0,1,0,1
MIR155HG_ILMN3248910,1,0,1,0,1,0
MIR1974_ILMN3308961,0,1,0,0,1,0
MIR223_ILMN3308936,0,0,0,1,1,0
MLEC_ILMN3243381,0,0,0,1,0,1
MMRN1_ILMN1660114,1,0,0,0,0,1
MN1_ILMN1732197,1,0,0,0,0,1
MN1_ILMN2111237,1,0,0,0,0,1
MND1_ILMN1671906,0,1,0,1,0,1
MND1_ILMN2148796,0,1,0,1,0,1
MNS1_ILMN1711462,0,0,0,1,0,1
MNS1_ILMN2157240,0,1,0,1,0,1
MOBKL2A_ILMN1721344,0,0,1,0,1,0
MORF4L2_ILMN1666156,0,0,0,1,0,1
MOSC1_ILMN1799106,0,1,0,1,0,1
MPL_ILMN1776640,0,0,0,1,0,1
MPO_ILMN1705183,0,1,0,1,0,1
MPZL2_ILMN1730007,0,0,0,0,1,0
MPZL2_ILMN1775016,1,0,0,0,1,0
MTHFD2_ILMN2405521,0,1,0,1,1,0
MTHFR_ILMN1734830,0,1,0,1,1,0
MTP18_ILMN2355665,0,1,0,0,0,1
MTSS1_ILMN2073289,0,1,0,0,0,1
MUC1_ILMN1756992,0,1,0,1,0,1
MUC1_ILMN2371911,0,1,0,0,0,1
MVP_ILMN1803277,1,0,1,0,1,0
MVP_ILMN2344373,1,0,1,0,1,0
MXD1_ILMN2214678,0,0,0,1,1,0
MXD3_ILMN1711904,0,0,1,0,0,1
MYH10_ILMN1815154,0,1,0,1,0,1
MYL4_ILMN1684255,0,1,0,1,0,1
MYLK_ILMN1691476,0,0,1,0,0,1
MYO1B_ILMN2093027,1,0,1,0,0,1
MYO1F_ILMN1681239,1,0,0,0,1,0
NAP1L1_ILMN1705876,0,0,1,0,0,1
NASP_ILMN2348975,0,1,0,1,0,1
NAT8B_ILMN1691264,0,0,0,1,0,1
NCALD_ILMN1788538,1,0,0,0,0,1
NCALD_ILMN2343097,1,0,0,0,0,1
NCAPD2_ILMN1775008,0,1,0,1,0,1
NCAPG_ILMN1751444,0,1,0,0,0,1
NCAPG2_ILMN2066756,0,0,0,1,0,1
NCF2_ILMN1796642,1,0,1,0,1,0
NCKIPSD_ILMN1736623,0,0,0,1,0,1
NCOA7_ILMN1687768,0,0,0,1,1,0
NDRG1_ILMN1809931,1,0,0,0,0,1
NEDD9_ILMN2261076,0,0,1,0,0,1
NEK2_ILMN2051373,0,1,0,0,0,1
NETO2_ILMN1760849,1,0,0,0,0,1
NEURL1B_ILMN3245983,0,0,1,0,0,1
NFATC1_ILMN1707051,1,0,0,0,0,1
NGFRAP1_ILMN1729208,0,0,0,1,0,1
NGFRAP1_ILMN2370091,0,0,0,1,0,1
NGRN_ILMN1691506,0,0,0,1,1,0
NINJ2_ILMN1731745,0,0,0,1,0,1
NIPSNAP1_ILMN1805916,0,0,0,1,0,1
NME2_ILMN1657884,0,0,0,0,0,1
NME4_ILMN1800634,0,1,0,1,0,1
NMNAT3_ILMN2153485,0,1,0,1,0,1
NMT2_ILMN1656378,0,1,0,0,0,1
NOLC1_ILMN2184640,0,1,0,0,0,1
NOTCH1_ILMN1729161,1,0,1,0,1,0
NPW_ILMN3246678,0,0,0,1,0,1
NR1H3_ILMN1814022,1,0,0,0,1,0
NR4A2_ILMN1782305,0,1,0,0,1,0
NR4A2_ILMN2339955,0,1,0,0,1,0
NRGN_ILMN1705686,0,0,0,1,0,1
NSBP1_ILMN1749799,0,1,0,1,0,1
NT5DC2_ILMN1708743,0,1,0,0,0,1
NTAN1_ILMN1815552,0,0,1,0,0,1
NUCB2_ILMN1655913,0,1,0,1,0,1
NUP37_ILMN1771903,0,0,0,1,0,1
NUSAP1_ILMN1726720,0,1,0,0,0,1
NUSAP1_ILMN2409298,0,1,0,0,0,1
OAT_ILMN1654441,0,0,0,1,0,1
OBFC2A_ILMN1785852,1,0,1,0,1,0
OGT_ILMN2364828,1,0,1,0,1,0
OIP5_ILMN1759277,0,0,0,1,0,1
OIP5_ILMN2196984,0,1,0,1,0,1
OLFML2A_ILMN1761425,1,0,1,0,0,1
OMA1_ILMN1670079,0,0,0,1,1,0
ORC1L_ILMN1727459,0,1,0,1,0,1
ORC6L_ILMN1731070,0,1,0,0,0,1
OSBP2_ILMN1781966,0,0,0,1,0,1
OSCAR_ILMN1741917,1,0,0,0,1,0
OSCAR_ILMN2367418,1,0,0,0,1,0
OSM_ILMN1780546,0,1,0,1,1,0
P2RY5_ILMN1786429,1,0,1,0,1,0
PABPC4_ILMN1757343,0,0,0,1,1,0
PADI4_ILMN1807529,1,0,0,0,0,1
PAG1_ILMN2055156,1,0,1,0,1,0
PAM_ILMN2313901,1,0,0,0,0,1
PANX2_ILMN1694810,1,0,0,0,0,1
PARP12_ILMN1718558,0,0,1,0,1,0
PCNA_ILMN1694177,0,1,0,0,0,1
PDCD4_ILMN1768004,0,0,0,1,1,0
PDCD4_ILMN2396272,0,1,0,0,1,0
PDE3B_ILMN2131381,1,0,0,0,1,0
PDE5A_ILMN1810836,0,0,0,1,0,1
PDE7B_ILMN1806533,1,0,0,0,1,0
PDGFRB_ILMN1815057,1,0,0,0,0,1
PDIA5_ILMN1695763,0,0,0,1,0,1
PDK3_ILMN1776582,0,0,0,1,0,1
PDZD8_ILMN1696962,0,1,0,1,0,1
PECAM1_ILMN1689518,1,0,1,0,0,1
PFAS_ILMN1755862,0,1,0,1,0,1
PGK1_ILMN2216852,1,0,1,0,0,1
PGM1_ILMN1800659,0,0,0,1,0,1
PHACTR2_ILMN1790533,0,0,0,1,1,0
PHF15_ILMN1795285,0,0,1,0,1,0
PHGDH_ILMN1704537,0,0,0,1,1,0
PIK3CB_ILMN1763347,0,0,0,1,0,1
PIK3IP1_ILMN1719986,1,0,0,0,1,0
PIP5K2B_ILMN1812105,0,0,1,0,1,0
PIR_ILMN1761247,0,1,0,1,0,1
PIR_ILMN2383383,0,1,0,1,0,1
PITPNC1_ILMN1670638,0,0,1,0,0,1
PITPNM1_ILMN1653220,1,0,1,0,1,0
PKIA_ILMN1762262,0,1,0,1,0,1
PKIA_ILMN2337974,0,1,0,1,0,1
PKM2_ILMN1672650,1,0,1,0,0,1
PKM2_ILMN1775327,1,0,1,0,0,1
PKM2_ILMN2366634,1,0,1,0,0,1
PLA2G4A_ILMN1803561,0,0,0,0,0,1
PLAC8_ILMN1653026,0,0,0,0,0,1
PLEKHM1_ILMN1709549,0,0,1,0,1,0
PLEKHO2_ILMN1689968,1,0,0,0,1,0
PLIN2_ILMN2138765,0,1,0,0,1,0
PLK4_ILMN1789123,0,1,0,1,0,1
PLOD2_ILMN1771599,0,1,0,1,0,1
PLOD2_ILMN2410924,0,0,0,1,0,1
PLS1_ILMN1759206,0,1,0,1,0,1
PLS3_ILMN2041788,0,0,0,1,0,1
PLTP_ILMN1773389,0,0,0,1,0,1
PLXNB2_ILMN1763447,1,0,1,0,1,0
PMAIP1_ILMN2098446,1,0,0,0,1,0
PNPLA2_ILMN1787923,0,0,0,0,1,0
PODXL2_ILMN1657347,0,0,0,1,0,1
POLA2_ILMN1696713,0,1,0,1,0,1
POLD1_ILMN1652580,0,1,0,0,0,1
POLE2_ILMN1774336,0,1,0,1,0,1
POLQ_ILMN1740291,0,1,0,1,0,1
PPA2_ILMN1687785,0,0,0,1,0,1
PPBP_ILMN1767281,0,0,0,1,0,1
PPM1M_ILMN1657810,1,0,0,0,1,0
PPP1R14A_ILMN1761968,0,1,0,0,0,1
PPP1R16B_ILMN1727098,1,0,1,0,1,0
PRAM1_ILMN1711493,1,0,0,0,1,0
PRC1_ILMN1728934,0,1,0,1,0,1
PRCP_ILMN2367215,0,0,0,1,0,1
PRDX1_ILMN2366388,0,0,1,0,0,1
PRDX1_ILMN2366391,0,0,0,0,0,1
PRDX2_ILMN1767766,0,1,0,1,0,1
PRDX2_ILMN2382829,0,1,0,1,0,1
PRDX4_ILMN2222234,0,0,0,1,0,1
PRG2_ILMN1729314,0,1,0,1,0,1
PRICKLE1_ILMN1741356,0,0,0,1,0,1
PRKAR1A_ILMN1738632,1,0,0,0,1,0
PRKCD_ILMN1801105,1,0,0,0,1,0
PRKCH_ILMN1780898,1,0,1,0,1,0
PROS1_ILMN1671928,0,0,0,1,0,1
PRPS1_ILMN1667050,0,1,0,1,0,1
PRSS21_ILMN1774256,0,0,0,1,0,1
PRTN3_ILMN1668460,0,1,0,1,0,1
PSAT1_ILMN1692938,0,0,0,1,1,0
PSCD1_ILMN1694084,1,0,1,0,1,0
PSCD4_ILMN1660364,1,0,1,0,1,0
PSCDBP_ILMN1746864,1,0,1,0,1,0
PSMG1_ILMN1779264,0,0,0,1,0,1
PSRC1_ILMN1671843,0,0,0,0,0,1
PTGER4_ILMN1795930,1,0,0,0,1,0
PTGS1_ILMN2339835,0,0,0,1,0,1
PTGS2_ILMN2054297,0,0,0,1,1,0
PTK2B_ILMN2330966,0,0,1,0,1,0
PTPN6_ILMN1738675,1,0,0,0,1,0
PTRF_ILMN1757552,0,0,0,1,0,1
PTTG1_ILMN2042771,0,1,0,1,0,1
PTTG3P_ILMN2049021,0,1,0,0,0,1
PYCR1_ILMN1796013,0,1,0,1,1,0
RAB27A_ILMN1665859,0,0,1,0,1,0
RAB27A_ILMN2329773,0,0,1,0,1,0
RAB32_ILMN2115434,1,0,0,1,1,0
RAB38_ILMN2134974,0,0,0,1,0,1
RAB4B_ILMN1803136,0,0,1,0,1,0
RAB4B_ILMN2109994,0,0,1,0,1,0
RAB6B_ILMN1752299,0,0,0,1,0,1
RACGAP1_ILMN2077550,0,1,0,1,0,1
RAD51AP1_ILMN1670353,0,1,0,0,0,1
RAD54L_ILMN1658027,0,1,0,0,0,1
RANBP6_ILMN1780842,1,0,1,0,1,0
RAP1GAP_ILMN1776519,0,1,0,1,0,1
RAPGEF1_ILMN1769412,1,0,1,0,1,0
RASAL3_ILMN1795089,0,0,1,0,1,0
RASL10A_ILMN1747673,1,0,0,0,0,1
RBBP7_ILMN1770053,0,0,0,1,0,1
RBM47_ILMN3224926,0,0,1,0,1,0
RBM47_ILMN3306730,0,0,1,0,1,0
RBPMS2_ILMN1808238,0,1,0,1,0,1
RCAN1_ILMN2367239,0,0,1,0,0,1
RCBTB2_ILMN2148668,1,0,0,0,1,0
RCSD1_ILMN1749006,1,0,1,0,1,0
RECQL4_ILMN1703092,0,1,0,0,0,1
RFC3_ILMN1658143,0,1,0,1,0,1
RFC3_ILMN1784860,0,1,0,1,0,1
RFC5_ILMN1659364,0,1,0,1,0,1
RGL1_ILMN1654398,0,0,1,0,1,0
RGL2_ILMN2124386,1,0,1,0,1,0
RGS19_ILMN1677085,1,0,1,0,1,0
RHAG_ILMN1811410,0,1,0,1,0,1
RHBDF1_ILMN1808404,1,0,0,0,1,0
RHOQ_ILMN1810559,1,0,1,0,1,0
RIN2_ILMN1769546,0,0,0,0,1,0
RLF_ILMN1801156,0,1,0,1,0,1
RLTPR_ILMN1746138,0,0,1,0,1,0
RN5S9_ILMN3234762,0,1,0,0,1,0
RN7SK_ILMN1739423,0,1,0,0,1,0
RN7SK_ILMN2074860,0,1,0,0,1,0
RNASE1_ILMN2333670,0,0,0,1,0,1
RNASE2_ILMN1730628,0,1,0,1,0,1
RNASE3_ILMN2113126,0,1,0,1,0,1
RNF14_ILMN1714461,0,0,1,0,1,0
RNF144_ILMN1777660,0,0,0,0,1,0
RNF144A_ILMN3238326,0,0,0,1,1,0
RNF144B_ILMN1752526,0,1,0,1,1,0
RPA3_ILMN1716895,0,1,0,0,0,1
RPL14_ILMN1726460,0,1,0,0,1,0
RPL39L_ILMN2108357,0,1,0,1,0,1
RPS24_ILMN2399893,0,1,0,0,0,1
RPS6KA1_ILMN1715173,0,0,1,0,1,0
RPS6KA2_ILMN1702501,1,0,0,0,1,0
RPS6KC1_ILMN1661000,0,0,0,1,1,0
RRAS_ILMN1780825,1,0,1,0,0,1
RRM1_ILMN1771593,0,1,0,0,0,1
RRN3_ILMN1765401,0,0,0,1,0,1
RTN1_ILMN1756928,0,1,0,1,0,1
RTN2_ILMN1749115,0,0,0,0,0,1
RTN4_ILMN1748983,1,0,0,0,0,1
RTN4_ILMN2352036,1,0,0,0,0,1
RUNX2_ILMN1716651,1,0,0,0,1,0
S100A11_ILMN1750101,0,0,0,0,1,0
SAT1_ILMN1753342,0,0,0,1,1,0
SCD5_ILMN2237428,1,0,1,0,0,1
SDCBP_ILMN2363591,0,0,0,1,1,0
SDK2_ILMN1676709,0,0,1,0,0,1
SDPR_ILMN1715991,0,0,0,1,0,1
SDSL_ILMN1750674,0,0,0,1,1,0
SEL1L3_ILMN1797822,1,0,0,0,1,0
SELP_ILMN1715417,0,0,0,1,0,1
SEMA4A_ILMN1702787,1,0,0,0,1,0
SEPT4_ILMN1776157,0,0,0,0,0,1
SEPT5_ILMN1789627,0,0,0,1,0,1
SERF2_ILMN3251501,1,0,0,0,1,0
SERPINB1_ILMN1679133,0,0,0,0,0,1
SERPINB2_ILMN2150851,0,1,0,1,1,0
SERPINB2_ILMN2150856,0,1,0,1,1,0
SERPINE2_ILMN1655595,0,1,0,1,0,1
SERPING1_ILMN1670305,0,0,0,1,0,1
SGK_ILMN1702487,0,1,0,0,1,0
SGK1_ILMN3229324,0,1,0,0,1,0
SGK1_ILMN3305938,0,1,0,0,1,0
SH2B3_ILMN1752046,1,0,0,0,1,0
SH2D3C_ILMN1775734,1,0,1,0,1,0
SH3BP1_ILMN1692539,1,0,0,0,1,0
SH3BP4_ILMN1785330,0,0,0,0,1,0
SH3TC1_ILMN1756595,1,0,1,0,1,0
SHANK3_ILMN2317580,1,0,1,0,1,0
SHANK3_ILMN2317581,1,0,1,0,1,0
SHMT1_ILMN1811933,0,1,0,1,0,1
SHMT2_ILMN1661264,0,0,0,1,1,0
SIGIRR_ILMN1807981,0,0,1,0,1,0
SIRPA_ILMN1758146,1,0,0,0,1,0
SKP2_ILMN1791002,0,1,0,1,0,1
SLAIN1_ILMN1746784,0,1,0,0,0,1
SLC11A1_ILMN1741165,0,1,0,1,1,0
SLC16A10_ILMN1782938,0,0,0,1,0,1
SLC16A3_ILMN2364022,1,0,0,0,0,1
SLC22A15_ILMN1730639,0,0,0,1,1,0
SLC22A17_ILMN1653200,0,1,0,1,0,1
SLC24A3_ILMN1663519,0,1,0,1,0,1
SLC25A23_ILMN1679949,0,0,0,1,0,1
SLC27A3_ILMN1719627,1,0,1,0,1,0
SLC29A1_ILMN1723971,0,1,0,1,0,1
SLC29A1_ILMN2338963,0,1,0,1,0,1
SLC29A2_ILMN1730809,0,0,0,1,0,1
SLC2A10_ILMN2120247,0,1,0,1,0,1
SLC2A5_ILMN1671337,0,0,1,0,0,1
SLC2A6_ILMN1778321,1,0,0,0,1,0
SLC36A1_ILMN2124471,0,0,0,0,1,0
SLC37A4_ILMN1678678,0,1,0,1,0,1
SLC38A1_ILMN1769911,1,0,1,0,1,0
SLC38A1_ILMN2266948,0,0,1,0,1,0
SLC39A3_ILMN2234970,0,1,0,1,1,0
SLC43A2_ILMN1787127,0,0,1,0,1,0
SLC44A2_ILMN1771987,0,0,0,0,0,1
SLC45A4_ILMN1745778,0,0,0,1,1,0
SLC7A5_ILMN1720373,0,0,0,0,1,0
SMAP2_ILMN2081682,0,0,0,0,1,0
SMC2_ILMN1748923,0,0,0,1,0,1
SMC2_ILMN2411190,0,0,0,1,0,1
SMO_ILMN1782098,0,0,0,1,0,1
SMOX_ILMN2367258,1,0,0,0,1,0
SMPDL3B_ILMN1678095,0,0,0,1,0,1
SNCA_ILMN1766165,0,0,0,0,0,1
SNHG1_ILMN3236713,0,1,0,1,1,0
SNORD3D_ILMN3242315,0,1,0,0,1,0
SOCS2_ILMN1798926,1,0,1,0,1,0
SOCS4_ILMN2413259,1,0,1,0,1,0
SORL1_ILMN2060115,1,0,1,0,1,0
SPC24_ILMN2181432,0,1,0,0,0,1
SPC25_ILMN1814281,0,1,0,1,0,1
SPI1_ILMN1696463,1,0,1,0,1,0
SPI1_ILMN2392043,1,0,1,0,1,0
SPINK2_ILMN1763516,0,0,0,1,0,1
SPTA1_ILMN1717935,0,1,0,1,0,1
SPTAN1_ILMN2095133,1,0,1,0,1,0
SQSTM1_ILMN1662618,0,0,0,0,1,0
SRXN1_ILMN1804822,0,0,0,1,1,0
SSH2_ILMN1672834,1,0,1,0,1,0
